areaSqm,longitude,latitude,propertyType,rent
115,4.525032,51.897384,Apartment,1750
14,5.956876,51.985475,Room,350
97,4.46095,51.918143,Apartment,1425
50,4.46095,51.918143,Apartment,895
25,4.822058,52.37369,Studio,1295
58,6.557518,53.212499,Apartment,975
102,4.464199,51.926521,Apartment,1350
10,4.795157,52.354612,Room,780
16,4.759557,51.583795,Room,365
63,4.920306,52.296434,Apartment,875
12,5.509011,51.428327,Room,355
80,6.570087,53.197757,Apartment,730
70,4.921747,52.409,Apartment,1200
15,6.902806,52.230782,Room,290
15,4.475107,51.91957,Room,681
12,5.047717,51.564113,Room,350
60,5.047717,51.564113,Apartment,675
14,4.869109,52.380463,Room,500
7,5.03866,51.575823,Room,350
40,5.335984,51.769669,Anti-squat,254
40,6.586602,53.222047,Room,365
30,5.026468,52.131735,Room,600
53,5.854497,51.841103,Apartment,900
16,6.570345,53.230835,Room,380
12,6.572763,53.220347,Room,245
30,5.754125,52.13652,Apartment,650
100,5.798485,53.201394,Apartment,935
60,4.48305,51.922522,Apartment,1295
10,5.956876,51.985475,Room,300
55,4.483365,51.922527,Apartment,1195
80,6.8954,52.787577,Apartment,720
17,6.547478,53.211657,Room,350
58,4.901507,52.376684,Apartment,1650
52,5.466447,51.437234,Apartment,1000
61,5.307384,51.694587,Apartment,1095
125,5.306692,51.711878,Apartment,1200
100,4.470099,51.930264,Apartment,1495
32,6.572627,53.23224,Apartment,907
8,4.865626,52.347242,Room,500
6,4.852903,52.368058,Room,400
26,6.565576,53.216435,Apartment,895
24,6.572627,53.23224,Studio,818
11,4.839019,52.37534,Room,950
20,4.28782,52.079826,Room,850
15,4.488697,52.0438,Room,350
80,4.756042,52.494375,Apartment,1390
10,4.973327,52.334255,Room,900
20,4.489589,51.901258,Room,590
16,4.492083,51.894133,Room,495
20,4.47303,51.920125,Room,650
130,5.308407,51.721497,Apartment,1150
11,6.907778,52.189312,Room,305
28,5.659827,51.479195,Studio,775
28,5.659827,51.479195,Studio,775
27,5.659827,51.479195,Studio,750
12,5.094604,52.077678,Room,450
17,5.106358,52.097195,Room,405
110,4.879901,52.367856,Apartment,2250
24,4.963205,52.323341,Room,950
22,4.963205,52.323341,Room,850
60,5.691747,50.849022,Apartment,1400
15,5.725641,50.849882,Studio,365
12,4.489241,52.162842,Room,320
35,6.035093,52.006949,Room,545
24,4.498714,52.153967,Room,400
17,4.963205,52.323341,Room,750
28,5.110707,52.097185,Studio,800
42,5.13668,52.083979,Studio,975
18,5.10596,52.095991,Room,635
27,4.323258,52.065975,Studio,510
58,4.900279,52.352838,Apartment,1650
69,4.848105,52.377359,Apartment,1200
65,4.835948,52.384128,Apartment,1500
12,4.372954,52.009204,Room,430
55,5.107351,52.095325,Apartment,1000
18,4.889833,52.417342,Room,500
8,6.560167,53.204826,Room,290
20,4.514074,51.921823,Room,399
16,6.563954,53.227502,Room,335
16,6.580754,53.221319,Room,325
12,4.336631,52.062362,Room,500
56,4.307338,52.074074,Apartment,895
9,6.576869,53.196636,Room,320
25,4.756677,51.582077,Room,400
27,5.113866,52.110355,Room,799
12,4.980539,52.29497,Room,600
15,4.34936,52.019189,Room,425
16,6.186698,51.378644,Room,430
65,6.565337,53.219838,Apartment,900
45,5.076535,51.5598,Apartment,960
19,5.313919,51.723716,Room,449
63,5.154962,52.223956,Apartment,1200
60,4.446907,51.914619,Apartment,850
8,5.073286,51.563959,Room,220
74,5.114947,52.111766,Apartment,1300
16,6.849624,52.251177,Room,350
60,4.915007,52.369383,Studio,500
16,4.86987,52.346115,Room,500
22,4.578782,51.964991,Room,650
33,6.573064,53.219311,Apartment,875
14,6.914082,52.227538,Room,290
52,4.887192,52.35322,Room,950
12,4.508226,51.891346,Room,350
13,6.580516,53.23219,Apartment,345
10,6.580516,53.23219,Room,310
10,5.095968,52.077365,Room,600
22,4.289163,52.078879,Room,420
20,6.578083,53.224944,Room,400
94,4.326926,52.068797,Apartment,1550
80,6.54455,53.21737,Apartment,990
18,5.139106,52.066196,Room,320
16,6.578394,53.196653,Room,610
15,4.914039,52.334499,Room,780
10,4.357401,51.994491,Room,285
60,4.87938,52.389722,Apartment,900
14,4.895676,52.377955,Room,740
25,5.667834,51.968174,Room,425
25,5.667834,51.968174,Room,425
20,5.667834,51.968174,Room,400
14,4.92598,52.368126,Room,600
30,5.805137,53.209574,Room,450
12,6.934262,52.798636,Room,300
10,6.527908,53.226893,Room,305
45,4.889412,52.361162,Apartment,1500
45,4.48332,51.890896,Apartment,795
80,4.635823,52.373315,Apartment,1150
15,4.946724,52.319255,Room,500
29,4.864952,52.370908,Studio,1200
16,6.589959,53.222712,Room,340
13,4.305535,52.076959,Room,425
12,4.294191,52.083556,Room,420
15,5.673636,50.859593,Studio,425
13,4.95032,52.398267,Room,750
10,4.95032,52.398267,Room,700
10,4.95032,52.398267,Room,650
12,5.094337,51.571921,Room,220
84,6.081498,52.528825,Apartment,900
216,6.070805,52.474482,Apartment,2500
80,4.858589,52.29852,Apartment,1450
160,5.011261,52.400028,Apartment,2595
13,6.671731,52.352547,Room,290
50,4.421673,51.917739,Apartment,995
75,5.97835,52.27613,Apartment,700
135,5.073356,51.563767,Apartment,985
26,5.079901,51.575176,Studio,605
22,5.198475,52.662341,Room,250
19,5.655002,50.836031,Room,285
13,6.549036,53.21664,Room,375
16,4.352052,52.012348,Room,330
20,4.44892,51.918469,Room,700
50,4.947613,52.509944,Apartment,1285
30,5.797605,53.207279,Studio,600
17,4.870696,52.345075,Room,450
18,4.82816,52.37318,Room,700
6,4.746031,51.571967,Room,299
10,6.564883,53.223079,Room,295
10,6.886058,52.195194,Room,325
23,4.493639,51.894641,Studio,650
18,4.469747,51.942525,Room,395
60,4.666486,52.72664,Apartment,799
17,4.357401,51.994491,Room,448
30,5.143177,52.085516,Room,400
11,6.877244,52.216725,Room,220
14,4.552668,51.911208,Room,528
20,4.930945,52.354088,Room,850
18,4.457958,51.915768,Room,500
16,4.896227,52.41925,Room,800
18,4.324948,52.059891,Room,625
35,4.787604,52.355406,Apartment,650
10,4.918996,52.338776,Room,750
30,4.367645,52.005122,Room,530
16,6.182438,51.378737,Room,360
10,4.732901,52.012557,Room,310
60,6.568578,53.209665,Apartment,895
25,4.283723,52.078721,Room,510
9,4.544468,51.956726,Room,275
16,4.733961,52.631492,Room,400
89,5.476349,51.450334,Apartment,1400
65,4.875045,52.326178,Apartment,1495
52,5.489402,51.426573,Apartment,950
68,5.699629,50.850498,Apartment,990
13,5.675184,50.846211,Room,293
25,6.502728,53.234194,Room,415
9,5.797016,51.822172,Room,400
16,5.797016,51.822172,Room,500
70,4.888639,52.369358,Apartment,1400
57,6.155545,52.269904,Apartment,660
15,6.551066,53.221532,Room,370
30,4.810198,52.341747,Room,750
18,5.674688,50.849995,Room,425
18,4.31785,52.080908,Room,390
12,6.52123,53.231665,Room,250
72,5.100909,52.066674,Apartment,1270
25,4.465425,52.139428,Studio,550
14,5.302163,52.405987,Room,400
28,4.795969,52.332972,Room,450
60,4.62332,52.385775,Apartment,800
20,5.899883,51.983461,Room,380
35,6.096891,52.511469,Studio,425
25,6.546646,53.220591,Room,485
18,5.318805,52.399614,Room,450
40,4.571602,52.366093,Apartment,625
9,4.805679,52.377352,Room,650
15,6.563452,53.218278,Room,380
16,6.560897,53.214307,Room,480
8,6.907835,52.220894,Room,275
24,5.843504,51.792839,Studio,320
20,5.224955,52.389526,Studio,433
11,4.473235,51.922733,Room,800
56,4.84749,52.3737,Apartment,1695
9,4.503857,51.911295,Room,468
30,4.853892,51.622943,Studio,695
14,6.563702,53.217522,Room,343
53,4.487795,51.891083,Apartment,720
40,4.310157,52.074543,Apartment,799
25,4.768307,51.58709,Room,450
90,6.894852,52.216481,Apartment,1200
15,5.66212,51.965905,Room,320
15,5.66212,51.965905,Room,320
28,4.96259,52.329893,Room,835
60,6.897239,52.221361,Apartment,795
10,4.508324,51.913459,Room,382
22,4.477595,51.930595,Room,650
12,6.726294,53.169013,Room,285
22,6.229356,52.077723,Room,495
11,5.191626,52.235358,Room,360
8,6.574495,53.230634,Room,290
14,6.885519,52.196805,Room,375
17,5.30229,51.705313,Room,525
20,4.374965,51.857166,Room,725
12,4.341525,51.936134,Room,390
14,6.524179,53.220851,Room,600
15,4.824278,52.345583,Room,780
16,5.090277,52.092696,Room,675
14,5.975764,51.994138,Room,570
65,5.185519,52.232544,Apartment,950
18,4.711688,51.815179,Room,450
12,4.845377,52.381419,Room,675
26,4.885489,52.387375,Studio,915
10,4.641532,52.393283,Room,875
12,4.98161,52.3103,Room,500
17,6.563452,53.218278,Room,378
41,4.635174,52.378161,Room,895
14,5.595535,51.971129,Room,400
15,4.882005,52.365247,Room,1500
20,5.46627,51.425741,Studio,405
18,5.462346,51.451837,Room,375
26,4.550518,51.881661,Room,545
15,4.90372,52.349567,Room,820
12,5.960815,51.643414,Room,400
14,4.831366,52.353831,Room,660
70,4.897262,52.352354,Apartment,1250
75,5.866263,51.838946,Apartment,1220
34,6.557765,53.191236,Room,295
15,4.822207,52.356543,Room,650
13,5.117958,52.099081,Room,316
11,6.576872,53.214878,Room,300
26,4.368575,52.005802,Studio,527
12,5.679866,50.851133,Room,295
12,4.351079,52.0022,Room,300
9,4.49416,52.162427,Room,325
12,4.487351,52.155612,Room,300
20,5.802674,53.197796,Room,325
12,4.390628,52.00852,Room,375
15,6.793682,52.278359,Room,350
13,4.883269,52.364585,Room,545
16,5.726136,50.825318,Room,345
9,4.807989,52.357698,Room,600
36,5.172928,52.215953,Apartment,995
90,5.872748,51.835356,Apartment,800
13,5.181269,52.388278,Room,435
12,5.076438,51.557788,Room,295
18,6.911487,52.222338,Room,235
12,4.822851,52.421603,Studio,475
20,4.788871,52.3574,Room,800
10,4.324701,52.059012,Room,595
10,4.324701,52.059012,Room,550
15,5.874015,51.839371,Room,395
20,6.112886,52.533823,Room,345
18,5.081533,51.556663,Room,299
20,4.324701,52.059012,Apartment,975
53,4.812043,52.378454,Apartment,1350
8,5.321525,51.68839,Room,290
26,5.677899,50.847498,Room,579
49,6.565561,53.221495,Room,568
15,6.582227,53.249012,Room,475
15,4.858023,52.37187,Room,680
14,4.298185,52.056753,Room,370
15,4.857205,52.372339,Apartment,700
16,4.629108,52.262529,Room,380
14,6.565561,53.221495,Room,310
70,4.786271,52.348374,Studio,1100
12,4.862211,52.372031,Room,850
12,5.222684,52.33709,Room,390
16,6.89117,52.226409,Room,355
7,5.846359,51.817083,Room,375
20,5.842593,51.831295,Room,475
20,5.846771,51.830497,Room,475
26,5.450715,51.445634,Studio,418
16,4.483113,52.147792,Room,330
45,4.642014,52.472967,Apartment,850
40,5.783223,53.202146,Studio,495
10,6.910253,52.190047,Room,365
12,6.910253,52.190047,Room,390
12,5.691047,50.853759,Room,450
75,5.117288,52.08363,Apartment,1500
13,4.656897,52.380458,Room,595
16,5.102852,52.09147,Room,315
18,4.855169,52.377464,Room,875
25,5.393074,52.169679,Room,635
40,4.891398,52.360536,Studio,1000
40,4.882264,52.390114,Apartment,380
11,4.487068,51.923855,Room,385
145,4.271922,52.106854,Apartment,2950
47,4.504236,51.895186,Apartment,845
91,4.509335,51.896632,Apartment,1260
16,4.461742,51.887632,Room,495
50,5.897814,51.986866,Apartment,745
83,5.909954,51.982954,Apartment,1150
30,5.799884,53.202515,Apartment,615
12,3.576054,51.443614,Room,325
12,5.132784,52.085901,Room,430
14,4.856899,52.365223,Room,750
65,4.877979,52.364786,Apartment,1800
20,6.614074,53.241886,Room,415
11,6.886058,52.195194,Room,325
62,5.319504,51.693756,Apartment,1150
10,5.80502,53.217397,Room,198
24,4.892301,52.376506,Room,400
70,4.997631,51.57132,Room,430
15,4.786198,51.612074,Room,750
23,5.689473,50.856802,Room,805
23,5.689473,50.856802,Room,828
22,5.012632,52.135369,Room,450
60,5.739571,53.19993,Room,450
25,4.463075,51.911941,Room,700
17,4.505222,51.926418,Room,595
17,6.913071,52.220562,Room,340
70,4.465913,51.930997,Apartment,1400
20,6.887753,52.204592,Room,400
32,4.835342,52.354894,Studio,654
50,6.526053,53.23074,Apartment,895
11,5.130902,52.07463,Room,330
16,5.677079,51.977581,Room,336
16,5.195843,52.235325,Room,435
12,6.589781,53.251299,Room,450
20,6.883448,52.214112,Room,285
16,4.804907,52.382236,Room,750
13,4.459229,51.915279,Room,620
71,4.504407,52.17724,Apartment,1300
50,5.295182,52.392269,Room,650
15,4.467706,51.932183,Room,470
28,6.565728,53.21518,Room,500
20,6.906933,52.214874,Room,290
13,5.058072,52.02607,Room,500
20,6.914333,52.221681,Room,440
47,4.494167,52.16063,Studio,850
10,5.949757,51.981427,Room,370
30,4.497726,52.160938,Room,450
15,6.559414,53.219231,Room,390
16,4.97416,52.310709,Room,520
16,4.331588,52.084448,Room,675
14,5.47067,51.432345,Room,425
14,4.319168,52.038841,Room,500
11,5.167755,52.22701,Room,330
60,5.077374,51.552103,Apartment,1250
44,5.882735,51.835682,Apartment,895
82,6.590164,53.227281,Apartment,1135
17,5.810123,53.202219,Room,350
20,4.659633,52.300453,Room,650
12,5.666483,51.967688,Room,180
15,4.515038,51.923915,Room,450
16,4.462974,51.886058,Room,350
12,4.485845,52.162002,Room,350
10,5.868895,51.812999,Room,325
14,3.574138,51.442326,Room,290
15,4.341632,51.978755,Room,500
18,5.547441,51.417225,Room,375
18,4.643114,52.407822,Room,425
10,5.095283,52.079011,Room,500
28,5.678231,50.8798,Room,410
14,6.547478,53.211657,Room,351
60,5.119595,52.093904,Apartment,1450
12,5.689428,51.961396,Room,259
14,5.184402,52.366954,Room,525
16,5.09541,52.081462,Room,600
15,6.575561,53.198471,Room,345
30,4.83309,51.565837,Anti-squat,254
8,4.799335,52.263126,Room,1
15,4.446412,51.917391,Room,525
18,6.850809,52.244712,Room,344
15,4.447562,51.908928,Room,600
21,5.166564,52.228362,Room,460
14,4.957628,52.311906,Room,470
21,5.166564,52.228362,Room,473
29,5.677899,50.847498,Room,685
30,6.896008,52.220647,Room,1
14,4.266609,52.059145,Room,500
42,6.11474,52.50913,Apartment,550
9,4.959651,52.310057,Room,540
13,4.642941,52.396854,Room,450
15,5.046736,51.559143,Studio,450
13,4.857656,52.370748,Room,800
14,4.923372,52.379537,Room,1000
20,4.795658,52.356615,Room,575
14,6.845605,52.242189,Room,283
80,6.033196,50.926423,Anti-squat,180
20,5.301334,51.687947,Room,470
11,6.570042,53.230144,Room,235
20,4.981069,52.313981,Room,700
11,4.890834,52.368259,Room,925
60,6.177465,51.370793,Apartment,492
11,5.467492,51.4369,Room,310
40,4.310157,52.074543,Apartment,799
119,4.31053,52.043106,Apartment,932
33,6.573064,53.219311,Apartment,875
16,4.35423,52.006713,Room,395
16,4.800887,52.360517,Room,600
72,4.666146,51.812649,Apartment,1095
40,4.500804,51.910027,Room,100
34,4.287661,52.082917,Room,625
13,5.527326,51.759327,Room,300
19,6.90459,52.222373,Room,420
32,4.503415,51.88952,Room,550
11,6.89972,52.224365,Room,370
28,4.934139,52.351772,Room,825
20,5.224955,52.389526,Studio,433
70,4.446527,51.909045,Apartment,1600
12,4.443174,51.910583,Room,530
60,6.174427,52.00833,Anti-squat,165
20,5.224955,52.389526,Studio,433
20,6.127975,51.938433,Anti-squat,225
45,5.092518,52.070819,Studio,875
55,5.155416,52.217066,Apartment,975
55,5.150272,52.215812,Apartment,995
10,5.667013,51.96452,Room,1
30,5.265795,52.100718,Room,800
26,5.265795,52.100718,Room,800
12,6.8469,52.233423,Room,383
19,4.436714,51.931856,Room,575
15,4.354643,52.015291,Room,285
39,6.57659,53.218027,Apartment,850
55,4.871953,52.374971,Apartment,1875
10,4.422858,51.944069,Room,300
12,5.086497,52.108714,Room,660
12,4.850168,52.352051,Room,890
8,4.843152,52.366821,Room,400
10,4.945811,52.324823,Room,500
18,4.919661,52.413631,Room,850
15,6.876348,52.215645,Room,280
12,4.488851,52.150875,Room,335
18,4.652676,52.415528,Room,420
75,5.857853,51.837377,Apartment,1500
30,4.880346,52.373486,Apartment,1200
22,6.578961,53.200032,Room,360
16,6.561012,53.013494,Room,290
13,4.47672,52.170379,Room,315
19,4.792273,52.344373,Room,850
15,4.792273,52.344373,Room,700
14,4.486119,51.926225,Room,525
19,4.486119,51.926225,Room,575
17,4.379356,52.00809,Room,320
10,4.89858,52.341195,Room,650
16,6.867641,52.227784,Room,320
15,4.79878,52.379098,Room,500
20,4.675419,52.297337,Room,599
104,4.529597,52.141785,Apartment,1850
7,4.473235,51.922733,Room,600
10,4.473235,51.922733,Room,750
10,5.063258,51.560115,Room,400
10,4.454424,51.911609,Room,535
25,4.822058,52.37369,Studio,1295
16,6.57168,53.214654,Room,485
50,4.949723,52.354803,Studio,1000
20,6.178697,51.358118,Room,335
22,4.578782,51.964991,Room,650
28,4.840756,52.361967,Studio,800
10,6.900795,52.239401,Room,280
20,4.877324,52.391077,Room,655
28,4.957138,52.496638,Room,550
24,5.977942,51.996075,Room,375
12,4.955811,52.333929,Room,625
19,4.443921,51.910432,Room,625
16,4.443921,51.910432,Room,550
20,6.887522,52.196374,Room,400
15,4.443921,51.910432,Room,575
63,5.118813,52.08631,Apartment,850
90,4.811682,52.346765,Apartment,1100
10,6.89972,52.224365,Room,370
20,6.563957,53.217925,Room,350
9,4.462985,51.88956,Room,375
10,5.095932,51.543079,Room,270
55,6.579133,53.232109,Apartment,950
101,5.124145,52.0695,Apartment,1675
65,5.125292,52.069393,Apartment,1325
9,6.868939,52.212598,Room,300
39,4.951614,52.365195,Studio,950
16,6.525459,53.231608,Room,355
76,5.126893,52.094633,Apartment,1255
9,6.578749,53.212889,Room,265
40,6.570742,53.216842,Studio,460
11,4.821323,52.436442,Room,520
13,5.014215,52.140371,Room,455
16,5.07884,52.042967,Room,425
16,6.574893,53.227453,Room,370
15,6.892566,52.220338,Room,375
12,5.874908,51.823978,Room,1
9,4.521126,51.877463,Room,450
32,5.080765,51.896365,Room,495
18,6.146626,52.25865,Room,415
10,4.799469,52.37746,Room,550
100,5.81613,51.829531,Apartment,1150
22,4.902947,52.343806,Studio,700
12,6.55705,53.2328,Room,365
22,4.944901,52.357566,Room,800
13,5.718198,50.851523,Room,300
33,5.69367,50.850208,Apartment,800
13,5.70168,50.847999,Room,335
13,5.70862,50.845835,Room,275
20,5.682903,50.847987,Room,454
13,4.348348,52.007173,Room,400
25,4.823387,52.286062,Room,445
20,5.860734,51.84791,Room,472
10,5.113916,52.075297,Room,375
20,4.944784,52.332372,Room,600
20,6.105867,52.494283,Room,550
9,4.968099,52.341239,Room,500
12,4.856899,52.365223,Room,650
45,4.96899,52.373901,Studio,1300
17,4.854218,52.384321,Room,550
10,4.653724,52.415606,Room,400
60,4.495544,52.157178,Apartment,720
24,5.268237,52.391684,Room,530
14,4.871107,52.354073,Room,800
70,4.495439,51.893246,Apartment,1000
60,4.495439,51.893246,Apartment,1100
10,4.678203,52.224259,Room,400
15,4.75005,51.57317,Room,380
17,5.679182,50.847816,Room,365
45,4.500804,51.910027,Room,100
56,5.388429,52.031181,Apartment,970
26,4.890266,52.350788,Room,725
15,4.848404,52.384003,Room,711
38,5.100827,52.090737,Studio,950
14,4.360112,51.996017,Room,390
50,6.55875,53.223902,Apartment,780
12,5.296397,52.392168,Room,375
45,4.457771,51.91917,Apartment,500
16,5.947328,52.218755,Room,415
12,5.047659,52.091549,Room,305
25,4.462399,51.934304,Room,600
14,4.92598,52.368126,Room,600
22,4.305077,52.072626,Room,365
18,4.89488,52.341719,Room,550
15,6.556419,53.215437,Room,385
18,4.486489,51.889715,Room,375
12,4.993362,52.292188,Room,650
16,5.017789,52.084038,Room,550
10,4.636921,52.384154,Room,475
9,6.56986,53.208641,Room,250
16,4.490238,51.924954,Room,515
9,6.56986,53.208641,Room,250
20,4.741362,52.00706,Room,675
19,5.086366,52.092272,Room,350
12,4.279178,52.068633,Room,450
90,4.994937,52.358015,Apartment,500
66,6.558241,53.227851,Apartment,1200
16,4.8619,52.276811,Room,450
40,5.923497,51.980897,Studio,825
18,6.791298,52.265146,Room,450
8,5.661818,51.965125,Room,300
14,4.785311,51.583155,Room,365
24,4.227535,52.056971,Room,900
15,5.998013,52.200213,Room,350
20,5.104377,51.559754,Room,260
11,4.463424,51.92822,Room,550
15,6.580516,53.23219,Room,335
15,6.580516,53.23219,Room,335
7,6.88646,52.233998,Room,240
20,6.570548,53.216271,Room,375
22,6.871632,52.213964,Room,312
20,5.799916,53.203163,Room,425
18,6.58017,53.224927,Room,370
20,4.511562,51.892894,Room,360
10,4.879198,52.37243,Room,575
25,5.679195,50.849978,Studio,675
13,5.086081,51.54756,Room,400
20,4.666112,51.986743,Room,370
10,5.067984,51.552225,Room,345
12,5.240486,52.085986,Room,375
10,4.592372,51.935218,Room,500
17,4.645486,52.360987,Room,600
42,5.861965,51.001019,Studio,675
17,6.90139,52.229631,Room,260
14,3.576643,51.454344,Room,325
14,4.87975,52.327566,Room,700
51,6.55084,53.215183,Apartment,1020
25,4.915444,52.369799,Studio,900
80,6.554994,53.216244,Apartment,990
19,5.146074,52.105834,Room,500
50,6.231709,52.005323,Apartment,600
16,4.903147,52.363745,Room,775
33,5.941557,51.988931,Room,487
10,4.482557,51.919232,Room,645
8,4.250679,52.066036,Room,200
10,4.918165,52.412543,Room,600
14,4.930143,52.398284,Room,750
16,3.580203,51.450249,Room,300
14,3.580203,51.450249,Room,290
16,3.580203,51.450249,Room,270
39,5.041293,52.42872,Apartment,1075
26,4.322835,52.062125,Apartment,730
25,4.63843,52.391993,Studio,750
14,4.948125,52.395059,Room,600
16,4.862919,52.315233,Room,750
18,4.630308,52.387771,Room,600
14,5.923191,51.982086,Room,380
70,4.924622,52.362583,Apartment,1600
80,4.341686,52.087768,Apartment,1250
50,4.851102,52.366398,Apartment,1550
59,4.927703,52.360069,Apartment,1675
50,4.85646,52.361883,Apartment,1550
54,4.888703,52.331801,Apartment,1500
55,5.919506,51.982809,Apartment,895
40,5.905084,51.981757,Apartment,564
24,5.892757,51.985537,Room,499
150,5.107245,52.239439,Apartment,1995
12,4.856145,52.277356,Room,450
83,4.521242,51.89748,Apartment,1250
74,4.554689,51.902381,Apartment,995
24,5.9269,51.988215,Room,480
65,5.97467,51.994802,Apartment,745
59,6.550829,53.211558,Apartment,800
13,6.580754,53.221319,Room,300
85,5.726544,51.971624,Apartment,1095
14,4.909067,52.361575,Room,725
38,6.567952,53.217571,Studio,710
22,6.805223,52.270178,Room,395
16,6.873327,52.208286,Studio,395
9,5.211196,52.384876,Room,325
19,4.556695,52.244211,Room,600
15,5.387625,51.429077,Room,250
40,4.320174,52.05699,Studio,800
16,4.956927,52.3369,Room,600
8,4.325733,52.058291,Room,500
65,4.861496,52.358438,Apartment,1830
21,4.487552,51.892708,Room,460
20,4.806228,51.574909,Room,375
6,4.453587,51.919229,Room,300
13,3.581323,51.450053,Room,335
90,4.650014,52.394201,Apartment,1250
90,6.088056,52.51695,Apartment,1495
35,4.873768,52.372233,Apartment,1350
58,4.901507,52.376684,Apartment,1650
120,4.876064,52.344971,Apartment,2300
70,4.87309,52.333715,Apartment,1850
55,4.892413,52.374567,Apartment,1650
60,4.882041,52.37706,Apartment,1750
40,4.788554,51.594634,Studio,615
118,4.885984,52.32753,Apartment,2350
120,4.882228,52.327501,Apartment,2450
125,4.875738,52.301557,Apartment,2100
15,3.581323,51.450053,Room,345
70,4.875045,52.326178,Apartment,1450
160,4.889478,52.370109,Apartment,3850
20,4.346387,52.072938,Room,535
100,4.889888,52.374546,Apartment,2100
50,4.887123,52.368487,Apartment,1650
60,4.88921,52.364745,Apartment,1850
160,4.880265,52.368332,Apartment,3650
45,4.493996,52.163201,Apartment,895
25,5.928991,52.199075,Apartment,525
75,5.97835,52.27613,Apartment,700
73,5.055511,51.560566,Apartment,705
18,5.139106,52.066196,Room,320
14,5.46678,51.430486,Room,375
51,4.871855,52.369035,Apartment,1499
17,5.491749,51.427322,Room,300
50,5.101085,51.550716,Apartment,840
37,5.079212,51.553482,Apartment,850
126,5.637475,51.460188,Room,544
80,4.488427,52.161032,Apartment,1500
55,4.803853,52.355534,Apartment,850
9,4.353281,51.994141,Room,395
70,4.496769,51.889722,Apartment,1350
35,4.496769,51.889722,Studio,950
15,4.38758,51.914508,Room,295
32,6.555736,53.216674,Studio,780
14,4.807989,52.357698,Room,750
20,4.489589,51.901258,Room,595
16,4.492083,51.894133,Room,499
12,5.790552,51.819784,Room,335
7,4.905656,52.370897,Room,850
12,4.959651,52.310057,Room,600
12,5.083454,51.573934,Room,290
45,5.105234,52.097844,Apartment,1050
20,5.651326,50.834587,Room,310
16,5.684556,50.853305,Room,390
20,5.82983,50.971325,Studio,385
90,4.276497,52.077511,Apartment,950
20,5.700793,50.850658,Room,390
25,5.091102,51.995594,Room,600
15,5.108078,52.08376,Room,633
75,5.122104,52.097402,Apartment,1995
18,5.947328,52.218755,Room,395
7,6.866139,52.230883,Room,350
24,4.875752,52.377089,Room,800
18,4.445159,52.154858,Room,450
9,4.903253,52.34616,Room,650
18,5.922395,51.978426,Room,350
70,5.659847,51.966566,Apartment,925
53,4.812043,52.378454,Apartment,1350
22,5.180906,52.389764,Room,700
15,4.971556,52.30112,Room,600
8,6.573021,53.232963,Room,380
16,5.1125,52.121822,Room,450
18,4.307873,52.092382,Room,600
18,4.82816,52.37318,Room,700
10,4.280447,52.067761,Room,495
45,5.079277,51.573839,Apartment,575
8,5.096763,51.549117,Room,210
100,5.086361,51.545388,Apartment,1200
16,5.705859,50.846632,Room,335
75,5.690225,50.853461,Apartment,865
27,5.701868,50.853224,Room,515
40,5.683837,50.852934,Apartment,750
18,5.465898,51.422481,Room,600
18,4.633095,52.302914,Room,750
12,5.485241,52.501692,Room,450
20,4.351972,52.023178,Room,350
18,4.307873,52.092382,Room,600
50,6.578394,53.196653,Apartment,610
77,4.45691,51.91549,Room,850
28,6.562425,53.224122,Room,475
7,5.501652,51.417687,Room,325
70,4.494011,51.92127,Apartment,700
61,4.945983,52.319007,Apartment,1350
15,4.861573,52.366904,Room,975
15,5.046736,51.559143,Studio,475
15,4.482733,51.923627,Room,750
16,5.058335,51.573561,Room,375
28,5.109524,52.067389,Apartment,847
15,4.486476,52.155549,Room,330
14,4.252321,52.066987,Room,540
20,5.140592,52.097419,Room,450
7,4.252321,52.066987,Room,400
25,4.494827,51.920522,Apartment,650
32,6.892566,52.220338,Room,385
40,5.722808,52.225933,Apartment,475
13,6.899375,52.222049,Room,250
13,4.373774,52.008235,Room,350
27,5.21636,52.133842,Room,600
18,5.208419,52.367546,Room,499
10,6.571366,53.210123,Room,255
18,4.840368,52.434718,Room,650
10,4.285452,52.067019,Room,450
200,5.826978,51.477942,Anti-squat,165
105,6.574755,53.210917,Apartment,1250
18,4.676716,52.319705,Room,750
18,6.900038,52.220741,Room,277
9,5.038579,52.02071,Room,550
12,6.874521,52.203957,Room,359
22,4.350042,52.014337,Room,200
50,5.077591,52.032078,Apartment,995
22,6.805832,52.268197,Room,395
20,4.891776,52.086567,Room,568
10,5.659599,51.976881,Room,375
18,4.861104,52.359848,Room,300
30,4.677366,51.807368,Room,550
9,5.086366,52.092272,Room,350
18,5.494284,51.438846,Room,625
9,5.086366,52.092272,Room,350
17,4.792748,51.591542,Room,490
18,5.47067,51.432345,Room,550
15,6.552035,53.226021,Room,192
37,5.30229,51.705313,Studio,875
75,4.904036,52.292416,Apartment,1699
9,4.489504,51.924676,Room,501
15,6.565902,53.20851,Room,350
90,4.4815,51.926667,Apartment,900
21,5.30229,51.705313,Studio,650
10,4.507731,51.926901,Room,450
15,4.382287,52.003056,Room,300
60,4.425884,51.933022,Apartment,380
16,5.769802,50.847589,Room,295
69,6.564914,53.223388,Apartment,950
12,5.669416,51.970131,Room,300
12,5.669416,51.970131,Room,300
