areaSqm,longitude,latitude,propertyType,rent
20,6.522509,53.231568,Room,365
16,4.791456,51.609522,Room,375
20,4.486713,51.888974,Room,430
12,5.101496,52.105905,Room,442
55,6.544628,53.230656,Studio,970
20,4.308829,52.06308,Room,495
16,5.113638,52.080727,Room,395
13,4.491971,51.91087,Room,530
12,4.382287,52.003056,Room,299
50,4.909918,52.37133,Studio,1600
10,4.482545,51.926866,Room,450
16,6.569472,53.216349,Room,390
45,5.084693,52.088186,Studio,620
17,4.472144,51.909418,Room,500
24,6.895209,52.221405,Studio,750
13,4.836523,52.342448,Room,411
7,4.499327,51.923649,Room,375
15,6.560439,53.219943,Room,295
12,4.348066,52.012614,Room,300
16,6.151666,52.255891,Room,412
15,5.044097,52.101674,Room,600
32,6.847671,52.241768,Room,366
50,5.710348,50.849676,Apartment,750
8,4.921567,52.34073,Room,750
42,5.919274,51.984535,Apartment,640
32,5.960682,52.160728,Studio,650
16,6.524439,53.231074,Room,310
45,5.084693,52.088186,Studio,620
15,6.047571,52.240363,Room,455
18,5.494284,51.438846,Room,650
18,4.319863,52.062262,Room,370
90,4.319863,52.062262,Apartment,1850
19,4.321303,52.063034,Room,385
114,4.321303,52.063034,Apartment,2320
100,4.319425,52.062036,Apartment,1900
20,4.319425,52.062036,Room,380
90,5.110244,52.091302,Apartment,1450
90,5.099117,52.090732,Apartment,1450
65,5.09146,51.994448,Apartment,845
55,4.82514,52.44487,Apartment,1200
27,5.977776,52.215659,Room,339
60,4.962373,52.329008,Apartment,1390
20,5.047897,51.568678,Studio,540
20,4.341632,51.978755,Room,500
12,4.802558,52.381059,Room,650
14,6.901071,52.219542,Room,316
15,6.582674,53.209576,Room,325
13,5.04916,51.564431,Room,425
23,5.659827,51.479195,Studio,695
80,4.317169,52.036461,Apartment,1300
50,4.881627,52.382062,Apartment,1725
70,5.706233,50.854936,Apartment,1065
24,4.473665,51.933594,Room,412
18,5.302706,51.731467,Room,400
15,4.892086,52.356206,Room,630
16,5.028597,52.314981,Room,650
12,4.900446,52.35698,Room,625
11,4.273875,52.028717,Room,475
12,6.872744,52.218834,Room,230
7,4.925508,52.354722,Room,500
12,4.63843,52.391993,Room,413
20,6.906933,52.214874,Room,290
10,4.876949,52.354314,Room,500
17,5.810123,53.202219,Room,350
22,6.805223,52.270178,Room,395
72,6.582054,53.221153,Apartment,1275
20,6.805832,52.268197,Room,425
16,4.331588,52.084448,Room,670
85,6.897979,52.22004,Apartment,995
10,4.83139,52.352879,Room,800
28,5.013639,52.199678,Room,500
62,6.00378,51.194451,Anti-squat,240
80,6.897182,52.218878,Apartment,995
14,4.807989,52.357698,Room,750
75,6.896382,52.220084,Apartment,895
16,5.793936,51.811496,Room,350
21,6.884955,52.195396,Room,350
23,5.675459,50.849025,Room,425
43,5.675459,50.849025,Studio,600
28,5.783223,53.202146,Room,400
18,5.783223,53.202146,Room,350
18,5.783223,53.202146,Room,350
13,5.783223,53.202146,Room,325
16,5.783223,53.202146,Room,350
17,5.810822,53.204429,Room,341
60,6.177465,51.370793,Apartment,492
10,4.484525,51.923769,Room,550
25,4.48434,51.924774,Room,750
135,6.792094,52.273088,Apartment,715
70,5.190018,52.267897,Apartment,1150
111,4.487038,51.919858,Apartment,1995
16,4.353455,52.011012,Room,480
16,5.801813,53.203034,Room,400
13,4.484782,51.915786,Room,520
15,4.48924,51.925715,Room,536
15,5.119406,52.112247,Room,700
25,5.086263,51.575178,Studio,615
20,5.099907,51.562761,Studio,650
15,5.096007,51.57162,Studio,525
18,4.799771,52.713766,Room,400
17,4.48924,51.925715,Room,570
24,5.268237,52.391684,Studio,600
16,4.490238,51.924954,Room,515
17,4.489504,51.924676,Room,530
90,4.788399,52.281699,Apartment,1450
100,4.767842,52.648444,Apartment,1200
42,5.959854,52.199311,Apartment,550
100,4.835472,52.35227,Apartment,1950
14,6.884773,52.198127,Room,400
90,5.306408,51.686095,Apartment,1495
59,4.452621,51.920581,Apartment,1150
9,5.173137,52.218105,Room,400
40,4.571602,52.366093,Apartment,625
15,5.078202,51.56445,Room,280
20,6.5495,53.221625,Room,410
60,5.979275,50.888681,Apartment,590
9,4.805679,52.377352,Room,650
14,6.893835,52.219851,Room,350
16,6.81334,52.272356,Room,296
15,3.581323,51.450053,Room,330
13,3.581323,51.450053,Room,320
7,5.846359,51.817083,Room,350
16,4.540114,51.944427,Room,500
20,6.563659,53.224912,Room,400
25,4.465425,52.139428,Studio,550
16,4.800684,52.240105,Room,450
20,6.898802,52.221503,Room,268
25,6.869603,52.214694,Room,320
32,4.506254,51.851377,Room,500
16,6.184669,52.255359,Room,450
15,4.864387,52.345589,Room,725
14,4.755668,52.237228,Room,375
20,6.264586,51.96253,Room,405
12,4.496504,52.157134,Room,280
13,4.373774,52.008235,Room,350
20,5.975508,50.885131,Room,375
16,6.849624,52.251177,Room,320
100,4.809372,52.375078,Apartment,1200
15,5.797274,53.199687,Room,350
12,6.58403,53.197825,Room,280
12,6.58403,53.197825,Room,300
17,6.55807,53.217986,Room,365
65,4.877979,52.364786,Apartment,1875
30,4.959675,52.326376,Studio,500
15,5.078202,51.56445,Room,280
35,4.623372,52.457809,Studio,750
21,5.309649,52.395019,Room,289
30,6.141986,51.953622,Apartment,675
20,6.887753,52.204592,Room,400
11,4.914406,52.39196,Room,675
20,4.930749,52.405137,Room,800
16,6.893835,52.219851,Room,370
16,4.301252,52.061895,Room,340
100,6.136777,51.942552,Anti-squat,558
70,4.89093,52.350971,Apartment,1850
115,4.301252,52.061895,Apartment,2390
20,4.346681,51.988453,Room,450
10,6.574938,53.198838,Room,280
10,4.83139,52.352879,Room,800
12,4.509398,51.922839,Room,385
10,6.564544,53.222536,Room,418
18,5.871811,51.008347,Room,450
22,6.229356,52.077723,Room,495
8,5.66144,51.964843,Room,275
50,5.973744,51.834917,Apartment,750
13,4.353595,52.00688,Room,300
24,4.927395,52.360359,Studio,925
15,4.351475,52.010364,Room,292
14,6.901071,52.219542,Room,400
20,6.894798,52.216553,Room,480
9,4.807989,52.357698,Room,600
16,5.914493,51.984797,Room,424
30,5.076035,51.575159,Apartment,599
96,4.484095,51.890243,Apartment,1395
16,4.855825,52.379717,Room,450
35,6.54961,53.213028,Room,595
10,5.804373,53.198601,Room,282
8,4.91162,52.343761,Room,675
20,6.910898,52.228407,Room,235
20,5.961723,52.214228,Studio,420
12,6.893471,52.78707,Room,350
20,5.940301,52.190035,Room,475
40,5.098551,51.549158,Apartment,780
75,5.307448,51.688726,Apartment,1185
110,5.317252,51.679833,Apartment,1350
71,4.896237,52.344189,Apartment,2150
25,4.351559,51.993091,Room,420
37,6.876705,53.106114,Room,375
13,4.305535,52.076959,Room,415
25,4.466768,51.543818,Room,500
15,5.875411,51.76709,Room,320
21,4.88347,52.335584,Studio,800
20,6.57918,53.231448,Room,395
16,5.491749,51.427322,Room,275
80,4.944361,52.371658,Apartment,1100
12,5.671989,51.979529,Room,320
65,4.907522,52.365821,Apartment,1650
6,4.453587,51.919229,Room,300
18,4.460181,51.91809,Room,495
14,4.354247,52.002116,Room,450
14,4.354247,52.002116,Room,450
15,5.858474,51.839881,Room,300
19,6.567355,53.208232,Room,420
10,4.656256,52.432855,Room,450
39,6.57659,53.218027,Apartment,850
50,5.48561,51.433673,Studio,900
12,5.06813,52.092272,Room,550
66,4.927695,52.361031,Apartment,1700
133,5.51758,51.444827,Apartment,1595
72,5.484448,51.426258,Apartment,1350
22,4.342122,52.059114,Room,455
32,5.976845,50.889915,Studio,475
130,4.493113,52.133746,Room,1800
16,4.494074,52.158873,Room,600
18,4.354561,52.009407,Room,470
50,4.281356,52.04249,Apartment,860
28,4.373059,51.997126,Room,360
25,6.805832,52.268197,Room,395
25,6.801805,52.269495,Room,395
25,6.805223,52.270178,Room,395
15,6.083521,52.52333,Room,395
11,6.892471,52.219406,Room,380
25,4.760238,52.635142,Room,600
30,5.084891,52.00858,Room,400
16,5.459049,51.425913,Room,300
15,5.113638,52.080727,Room,495
10,6.656554,52.350088,Room,325
15,5.79468,53.206134,Room,315
22,5.180906,52.389764,Room,700
12,4.58051,51.926673,Room,575
15,6.902806,52.230782,Room,290
12,4.949494,52.317265,Room,600
10,4.775152,51.567419,Room,285
50,4.930266,52.369925,Apartment,1450
18,4.506357,51.928984,Room,450
12,4.341525,51.936134,Room,390
12,6.569631,53.218413,Room,315
25,5.047052,51.551163,Room,500
10,4.341525,51.936134,Room,370
10,5.661572,51.965525,Room,140
12,5.521452,51.444786,Room,300
25,5.047052,51.551163,Room,500
20,4.953924,52.312311,Room,2000
33,5.79468,53.206134,Room,450
85,5.043312,52.1396,Apartment,1250
50,4.889103,52.376541,Apartment,1325
61,5.729466,50.814127,Apartment,995
51,5.729466,50.814127,Apartment,955
25,5.679195,50.849978,Studio,675
12,4.362142,52.019626,Room,312
80,4.998164,52.806933,Apartment,1500
68,4.395911,51.923565,Apartment,1100
10,4.732901,52.012557,Room,310
30,5.754125,52.13652,Anti-squat,650
7,4.370401,52.010061,Room,280
9,5.647507,52.034063,Room,255
20,5.920465,51.977554,Room,475
16,6.849624,52.251177,Room,300
10,6.552914,53.216149,Room,417
50,6.562283,53.22463,Apartment,1095
15,4.290686,52.064219,Room,600
12,5.608942,52.140243,Room,295
12,5.608942,52.140243,Room,295
13,4.962373,52.329008,Room,700
40,6.052487,52.103547,Anti-squat,250
16,5.05118,51.519802,Room,300
10,6.897158,52.220355,Room,270
10,4.270791,52.088835,Room,550
30,5.90268,51.985698,Room,575
40,6.348825,51.936727,Anti-squat,250
37,6.574096,53.218445,Apartment,1030
17,4.509577,51.922572,Room,600
6,4.309682,52.065197,Room,366
9,6.858905,52.213893,Room,350
70,6.093957,52.509961,Apartment,1350
25,6.095966,52.507216,Apartment,670
130,5.983849,50.872829,Apartment,985
50,4.422741,52.235376,Apartment,995
45,6.787126,52.256783,Apartment,695
91,4.467624,51.887964,Apartment,1300
11,4.863783,52.343803,Room,850
27,5.079901,51.575176,Studio,615
15,6.098622,52.50667,Room,425
16,5.781645,53.186621,Room,375
15,4.478082,52.161687,Room,425
20,4.4834,51.924924,Room,700
70,4.861121,52.345149,Apartment,1950
9,4.812053,52.375974,Room,450
37,5.728578,51.971927,Room,455
17,6.902303,52.229298,Room,315
14,4.273875,52.028717,Room,575
15,5.078914,51.554587,Room,380
13,4.505167,51.932072,Room,575
15,6.895785,52.23755,Room,385
17,4.463376,51.916472,Room,530
6,4.505167,51.932072,Room,450
14,4.774934,51.817681,Room,360
32,4.860155,52.381321,Studio,1300
32,4.860155,52.381321,Studio,1300
12,6.934262,52.798636,Room,300
360,5.27209,51.474301,Apartment,1695
71,5.463611,51.430781,Apartment,1350
16,5.185318,52.368797,Room,400
20,5.140592,52.097419,Room,450
30,5.754125,52.13652,Anti-squat,650
9,5.733504,51.870646,Room,350
9,5.733504,51.870646,Room,350
24,4.475679,51.917763,Room,900
15,4.360572,52.007715,Room,402
28,6.552662,53.215298,Studio,665
14,5.651674,51.964803,Room,310
13,4.807493,51.590716,Room,265
9,4.643521,51.579471,Room,330
16,5.397546,52.145725,Room,450
25,4.955974,52.297278,Studio,750
15,6.569418,53.216006,Room,400
20,4.358385,52.013098,Room,300
18,6.893641,52.221527,Room,320
9,4.346681,51.988453,Room,350
25,5.142098,52.082255,Room,1000
24,4.780203,52.342163,Room,600
25,5.142098,52.082255,Room,1000
70,4.647448,52.379946,Apartment,1400
16,5.306744,52.40215,Room,425
10,4.871817,52.367001,Room,450
14,4.469832,51.934483,Room,500
13,5.666856,50.851794,Room,445
16,6.801862,52.265228,Room,275
16,5.483278,51.439931,Room,300
16,5.483278,51.439931,Room,300
16,6.569631,53.218413,Room,440
17,6.557834,53.217073,Room,385
16,5.130415,52.095738,Room,400
18,6.575829,53.232135,Room,351
15,5.758921,50.926545,Room,350
19,5.313919,51.723716,Room,449
26,5.313919,51.723716,Room,475
15,4.697462,52.29318,Room,550
70,4.888639,52.369358,Apartment,1400
10,4.297505,52.05416,Room,275
19,4.481618,51.915192,Room,650
18,4.536481,52.377553,Room,725
75,4.308933,52.074518,Apartment,1050
24,4.79157,52.344157,Room,600
12,4.350617,52.002001,Room,297
16,4.317152,52.075485,Room,475
50,5.801214,53.204097,Room,550
16,5.491749,51.427322,Room,265
18,4.511042,51.924472,Room,473
15,3.575633,51.444273,Room,275
12,4.47672,52.170379,Room,300
30,4.562453,51.801268,Anti-squat,250
12,6.568763,53.223227,Room,310
22,4.5434,51.945425,Room,570
12,6.173956,51.369104,Room,340
37,6.57004,53.215779,Room,600
24,5.921083,51.984318,Room,388
15,4.813503,52.373414,Room,750
12,6.545126,53.222204,Room,335
12,6.545126,53.222204,Room,335
14,5.084557,51.558802,Room,300
11,5.467492,51.4369,Room,310
80,4.276158,52.049029,Apartment,1300
50,6.112438,51.309109,Anti-squat,183
17,4.674686,51.814951,Room,575
12,5.094809,52.110821,Room,599
18,4.664816,52.147244,Room,425
45,6.897979,52.22004,Apartment,925
15,6.803493,52.273149,Room,275
67,5.812763,53.206761,Apartment,650
80,4.881516,52.389883,Apartment,1800
18,4.460602,51.907178,Room,415
18,6.911487,52.222338,Apartment,235
13,4.810012,52.378001,Room,650
55,5.799609,53.204901,Apartment,610
60,4.282492,52.075111,Apartment,1000
65,4.893867,52.376117,Apartment,2600
22,4.978244,52.293475,Room,850
40,4.631869,52.379889,Apartment,1250
15,5.97778,52.187143,Room,375
15,4.946716,52.394303,Room,715
20,5.700793,50.850658,Room,390
12,5.684556,50.853305,Room,390
16,6.570868,53.217575,Room,250
11,5.917244,51.978524,Room,420
7,5.671991,51.977815,Room,285
25,4.834918,52.388146,Studio,900
25,4.834918,52.388146,Studio,950
40,4.848102,52.315293,Apartment,960
40,6.579841,53.221798,Room,495
8,4.957096,52.343128,Room,275
8,5.086578,52.010235,Room,600
15,6.88578,52.235236,Room,335
33,5.689732,50.845368,Apartment,935
15,5.666983,51.967353,Room,290
13,4.490618,52.164835,Room,350
35,5.802324,53.205091,Apartment,420
16,6.891383,52.224202,Room,275
23,5.976845,50.889915,Studio,450
13,4.335181,51.995324,Room,300
20,5.968364,50.8911,Room,375
20,4.509254,51.912733,Room,350
8,4.355873,51.992262,Room,410
12,4.482545,51.926866,Room,330
23,6.874023,52.224679,Room,350
62,4.274441,52.107313,Apartment,1150
15,6.571554,53.222582,Room,300
14,5.117506,52.091098,Room,800
12,6.561786,53.230841,Room,310
10,4.961463,52.334794,Room,475
16,5.085289,52.077181,Room,400
32,6.107325,52.490998,Room,370
20,6.900048,52.228525,Room,300
15,5.004295,52.351979,Room,600
14,4.541282,51.956086,Room,550
15,4.787973,52.359088,Room,900
10,4.901001,52.354519,Room,724
15,4.496428,51.929214,Room,510
26,4.513536,51.921616,Room,420
12,5.084557,51.558802,Room,290
22,4.480296,51.917066,Room,480
22,4.470827,51.888245,Room,550
18,5.081533,51.556663,Room,299
15,5.078202,51.56445,Room,280
10,4.482972,51.935223,Room,437
13,4.335181,51.995324,Room,300
30,4.35994,52.00459,Room,295
8,4.268375,52.07362,Room,305
7,5.058335,51.573561,Room,225
9,4.472799,52.058819,Room,350
7,4.859961,52.373177,Room,600
15,4.360271,52.010389,Room,379
10,5.842779,51.918654,Room,370
25,5.084023,51.557355,Room,265
18,4.395294,52.009818,Room,450
10,4.269067,52.077956,Room,500
30,4.858721,52.346161,Studio,800
10,4.269067,52.077956,Room,500
12,4.881046,52.367733,Room,650
8,6.965221,52.218813,Room,350
12,5.665271,51.966651,Room,325
12,5.083888,51.549119,Room,340
14,6.901097,52.234129,Room,368
18,4.957535,52.309803,Room,550
96,4.805364,52.439187,Apartment,1500
20,4.806532,52.359389,Room,750
13,4.795148,52.376687,Room,650
15,6.581626,53.209599,Room,335
15,6.581626,53.209599,Room,335
15,6.581626,53.209599,Room,335
15,4.655303,52.413175,Room,570
20,6.56519,53.215208,Room,430
22,4.542879,51.943746,Room,500
12,4.958902,52.307013,Room,500
18,4.494125,51.923127,Apartment,420
22,4.504293,51.925374,Room,730
20,4.352954,51.99601,Room,320
22,4.444815,51.920135,Room,550
55,4.892413,52.374567,Apartment,1650
52,5.466447,51.437234,Apartment,1250
66,5.960648,52.215577,Apartment,895
45,5.067704,51.54526,Apartment,935
26,5.083407,51.55475,Studio,587
12,6.87739,52.223467,Room,236
22,5.444733,51.486965,Room,1
30,5.906784,51.986159,Studio,750
24,6.557359,53.216866,Room,475
24,5.120984,52.092637,Room,428
75,6.894846,52.217285,Apartment,925
154,4.875171,52.3578,Apartment,4200
75,6.894846,52.217285,Apartment,925
14,6.861959,52.211416,Room,200
6,4.797317,51.608246,Room,270
15,4.485008,52.152471,Room,550
11,6.581661,53.221536,Room,290
15,4.516342,51.89397,Room,450
40,5.308443,52.16622,Studio,450
12,5.472051,51.433854,Room,367
12,5.663348,51.96676,Room,360
8,5.664503,51.477971,Room,400
70,4.871217,52.331886,Apartment,1650
13,4.481275,52.153217,Room,290
85,6.309365,51.964734,Anti-squat,165
20,6.127975,51.938433,Anti-squat,225
15,5.078202,51.56445,Room,280
14,4.552668,51.911208,Room,395
47,5.918488,51.984294,Room,695
13,5.099226,52.0939,Room,275
35,4.940207,52.361416,Studio,1000
20,4.861158,52.37669,Room,925
18,6.849384,52.246712,Room,340
14,6.849384,52.246712,Room,320
14,5.847299,51.984751,Room,350
14,4.503118,51.989444,Studio,450
15,4.462842,51.886402,Room,450
8,4.944263,52.376773,Room,775
13,5.096674,52.095106,Room,360
53,4.872698,52.390773,Apartment,1700
12,6.871632,52.213964,Room,225
36,5.938702,51.991852,Room,650
80,4.933337,52.32812,Apartment,1650
30,4.364038,52.006103,Apartment,695
14,4.576676,52.254407,Room,425
18,5.499288,51.41682,Room,290
15,5.094761,51.890615,Room,390
30,4.810028,52.344786,Room,850
22,6.871632,52.213964,Room,312
42,5.172087,52.016357,Room,550
13,4.3725,51.991359,Room,545
184,5.156128,52.279748,Apartment,3500
147,5.288453,52.704255,Apartment,1295
166,5.771987,51.686609,Apartment,1200
12,6.893641,52.221527,Room,340
30,5.076035,51.575159,Studio,480
25,4.471465,51.937215,Room,625
15,4.492869,52.15691,Room,290
30,4.509626,51.927191,Room,610
10,5.11798,52.089938,Room,400
62,5.463604,51.464908,Apartment,1275
90,5.476087,51.445476,Apartment,1700
35,6.559967,53.219544,Studio,500
17,6.596375,53.299372,Room,350
20,4.352954,51.99601,Room,330
12,4.807493,51.590716,Room,325
11,5.842644,51.768594,Room,390
13,6.824384,52.264363,Room,310
57,6.155545,52.269904,Apartment,660
10,6.188082,52.255699,Room,315
28,5.09126,52.108054,Studio,520
12,4.362981,52.040161,Room,450
11,6.880038,52.211881,Room,210
65,4.518329,51.92661,Apartment,1390
16,6.549598,53.210932,Room,325
30,5.965718,51.994626,Room,700
13,6.580271,53.210697,Room,315
20,4.359442,52.006625,Room,350
66,5.799609,53.204901,Apartment,720
14,4.367038,52.004562,Room,340
28,5.308101,51.697992,Room,595
26,5.123962,52.083176,Studio,625
11,4.352067,52.002393,Room,303
8,4.507187,51.928624,Room,485
20,6.55647,53.21857,Room,400
12,6.559913,53.22378,Room,379
77,4.976232,52.321672,Apartment,1450
9,4.795606,52.348407,Room,500
16,6.872744,52.218834,Room,240
28,6.574998,53.210557,Room,410
12,4.861744,52.365579,Room,450
53,4.8889,52.354571,Apartment,1795
20,4.343613,51.98934,Room,320
25,6.169019,52.257177,Room,350
16,5.968153,52.211343,Room,450
35,5.917867,51.979064,Studio,500
10,4.35193,52.022823,Room,393
15,4.482957,51.925052,Room,750
20,5.077374,51.552103,Room,250
10,5.122336,52.094441,Room,450
16,5.938482,52.005338,Room,366
12,5.950293,52.210931,Room,275
15,4.901809,52.342562,Room,700
100,6.092341,52.513431,Apartment,1200
97,6.100823,52.502792,Apartment,975
28,6.170683,51.366875,Studio,470
75,4.899762,52.366538,Apartment,2500
16,4.480283,51.890771,Room,450
25,6.568611,53.216588,Room,487
18,5.540668,52.016483,Room,390
65,5.331607,51.687962,Apartment,995
21,6.524759,53.229623,Room,335
12,4.367038,52.004562,Room,343
23,4.283196,52.065978,Room,440
25,5.215937,52.366889,Room,850
14,6.567825,53.19912,Room,405
10,6.551777,53.21593,Room,200
35,6.513164,53.216729,Room,475
35,4.983436,52.347316,Room,650
14,4.930585,52.355846,Room,790
40,5.486343,52.498604,Room,450
45,4.494771,51.914289,Studio,1250
18,5.646754,51.966191,Room,365
10,5.074394,51.557679,Room,300
50,4.769568,51.588019,Apartment,880
176,4.877291,52.36627,Apartment,3450
12,5.672831,50.851369,Room,385
15,5.211836,52.083726,Room,600
12,4.908456,52.346055,Room,660
110,4.290223,52.111505,Room,1795
35,5.959367,52.21623,Apartment,600
25,6.8751,52.194016,Studio,650
55,6.918745,52.219306,Studio,699
118,4.481465,51.919343,Apartment,1950
79,5.216618,52.36889,Apartment,1300
50,5.145661,52.349471,Apartment,1100
74,5.228156,52.345456,Apartment,1200
180,4.847857,52.300293,Apartment,3500
90,5.496356,51.439258,Apartment,1400
92,4.483119,51.890445,Apartment,1250
120,4.838438,52.292787,Apartment,2200
75,5.475444,51.460586,Apartment,1250
25,4.455976,51.919379,Studio,795
16,5.75232,50.883546,Room,319
56,4.376153,51.910879,Apartment,985
50,4.508922,51.897158,Apartment,775
180,5.318348,51.691779,Apartment,1300
148,4.365056,52.06817,Apartment,2250
16,5.070252,51.558641,Room,445
85,4.456974,51.932705,Apartment,1950
47,4.504236,51.895186,Apartment,875
124,4.489125,51.917416,Apartment,1950
72,4.583948,51.952913,Apartment,1050
15,5.921401,51.989517,Apartment,371
75,5.891957,51.957123,Apartment,760
125,5.798636,51.806427,Apartment,1200
60,4.276686,52.061146,Room,1195
125,5.325481,51.730976,Apartment,1495
200,5.426761,51.722893,Apartment,2500
80,5.442757,51.438516,Apartment,1395
85,4.325592,52.083077,Apartment,2050
95,6.563697,53.214388,Apartment,1200
35,4.29599,52.082462,Room,650
100,6.022301,52.1224,Apartment,950
23,6.16341,52.253945,Studio,480
217,5.359668,51.716074,Apartment,1995
70,5.304139,51.68834,Apartment,995
50,5.477616,51.667721,Apartment,1000
24,5.940962,51.937153,Room,510
20,4.504236,51.895186,Apartment,695
22,4.504236,51.895186,Apartment,675
19,4.504236,51.895186,Apartment,635
83,5.116808,52.116103,Apartment,1195
15,4.669886,51.814599,Room,725
52,5.470516,51.457792,Apartment,1225
8,6.786447,52.258024,Room,350
26,5.070706,51.551366,Studio,540
30,6.914309,52.22073,Apartment,675
10,6.793846,52.262745,Room,350
16,6.914309,52.22073,Room,399
65,5.318706,51.687251,Apartment,1150
149,5.256526,51.728268,Apartment,1250
70,5.303727,51.688306,Apartment,1095
60,5.294056,51.711259,Apartment,1050
80,5.084309,51.552314,Apartment,1000
100,4.849632,52.354412,Apartment,2100
100,4.670105,51.790396,Apartment,995
108,5.925555,52.957662,Apartment,850
107,6.097388,52.514748,Apartment,1500
80,6.07966,52.529636,Apartment,700
99,5.922615,50.929989,Apartment,845
24,6.862866,52.210491,Room,415
85,6.879527,52.235098,Apartment,875
140,5.469694,51.427524,Apartment,1600
57,4.663794,52.496147,Apartment,1020
141,4.319512,52.069564,Room,1995
89,5.389197,52.152993,Apartment,1165
15,6.10653,52.516066,Studio,420
11,5.954623,51.983086,Room,315
110,5.444916,51.354854,Apartment,1120
27,5.102683,51.559754,Room,450
80,4.940646,52.369185,Apartment,1850
21,4.322776,52.092611,Room,725
85,5.957653,52.216713,Apartment,900
14,6.877809,52.216148,Room,320
118,6.943774,52.21561,Apartment,995
22,6.793846,52.262745,Room,425
75,5.093542,52.106341,Apartment,1350
18,6.862866,52.210491,Room,399
8,6.870185,52.228278,Room,350
9,6.870185,52.228278,Room,350
71,4.548962,51.888322,Apartment,1450
113,6.374181,52.8318,Apartment,950
75,6.101267,52.515998,Apartment,975
33,4.476467,52.052934,Studio,647
63,4.341262,52.083706,Apartment,1050
100,4.7796,52.495335,Apartment,1295
85,5.965794,52.198838,Apartment,750
31,5.479958,51.457594,Studio,680
30,5.479958,51.457594,Studio,675
29,5.479958,51.457594,Studio,670
28,5.479958,51.457594,Studio,660
50,5.897814,51.986866,Apartment,695
35,5.949027,51.841243,Apartment,650
75,5.757352,50.828017,Apartment,895
38,5.947051,51.982777,Apartment,625
55,5.086436,52.298873,Apartment,1395
40,5.079894,51.583839,Studio,755
35,6.860491,52.21424,Studio,695
35,6.141421,52.172514,Studio,580
250,5.032473,52.231247,Apartment,4250
31,5.090697,51.570812,Apartment,670
200,5.141444,52.318824,Apartment,5000
90,4.463846,51.887571,Apartment,1425
30,4.292559,52.081946,Room,995
80,4.280666,52.067035,Room,660
111,4.817165,52.440915,Apartment,1750
60,4.882041,52.37706,Apartment,1900
35,5.079212,51.553482,Apartment,690
64,5.290086,51.685964,Apartment,1250
68,5.318706,51.687251,Apartment,1185
64,5.320416,51.693851,Apartment,1095
90,4.886966,52.382043,Apartment,2400
16,5.914493,51.984797,Apartment,424
23,4.469903,51.93197,Apartment,675
55,6.045977,52.014552,Apartment,795
140,6.092393,52.506195,Apartment,2200
118,4.885984,52.32753,Apartment,2350
120,4.882228,52.327501,Apartment,2450
82,4.836411,52.356886,Apartment,1850
88,5.478727,51.425599,Apartment,1850
55,5.081248,52.297164,Apartment,2250
100,5.928482,51.987547,Apartment,1250
100,4.72797,52.525955,Apartment,1440
100,4.72797,52.525955,Apartment,1390
14,4.79272,51.594752,Room,365
51,5.678345,50.849274,Studio,745
27,5.9269,51.988215,Room,435
117,4.297313,52.090524,Apartment,995
50,4.510663,51.918485,Apartment,925
21,6.793846,52.262745,Room,425
35,6.893692,52.215317,Room,625
150,5.087077,51.554163,Apartment,1500
76,4.353036,52.07557,Apartment,1350
145,4.271922,52.106854,Apartment,3500
70,5.947051,51.982777,Apartment,819
137,5.431097,51.478394,Apartment,1850
25,6.879684,52.204139,Room,465
80,5.943199,51.988001,Apartment,787
40,4.753447,52.383709,Apartment,850
166,5.413368,51.412925,Apartment,1695
27,6.787126,52.256783,Apartment,705
262,6.540659,52.246367,Apartment,3500
80,5.305283,51.68893,Apartment,1250
46,6.091765,52.513417,Apartment,760
78,4.292888,52.077012,Room,1350
13,6.914333,52.221681,Room,350
16,6.914309,52.22073,Room,385
154,5.081248,52.297164,Apartment,2500
160,4.468967,52.268444,Apartment,3996
130,5.150857,52.088359,Apartment,1500
87,5.103395,52.108712,Apartment,1350
117,6.879773,52.195117,Apartment,895
230,5.432034,52.144483,Apartment,1495
70,4.275003,52.09192,Apartment,1200
85,4.550518,51.881661,Apartment,885
100,5.09084,51.572999,Apartment,1000
50,5.223501,52.255389,Apartment,1150
84,5.290627,52.403879,Apartment,1300
128,5.86831,51.006441,Apartment,795
80,5.42872,51.441954,Apartment,1300
50,6.786447,52.258024,Apartment,725
40,5.314539,52.396259,Studio,1095
200,4.143684,51.42015,Apartment,1650
95,6.092817,52.51414,Apartment,1500
80,5.121447,52.086085,Apartment,1445
162,4.237391,52.065248,Apartment,2250
50,5.077947,51.565285,Apartment,1000
116,5.089179,51.566538,Apartment,1500
127,6.903366,52.191732,Apartment,895
110,4.881602,52.353447,Apartment,2500
120,4.360212,52.003235,Room,1795
88,6.86702,52.223015,Apartment,1100
11,6.861113,52.215683,Room,325
138,5.300326,51.688692,Apartment,2350
77,5.290379,51.686928,Apartment,1095
31,4.273663,52.107528,Apartment,1050
22,5.923122,51.981847,Room,445
87,6.08222,52.507298,Apartment,1600
20,5.981113,52.224086,Room,325
18,4.613771,52.388466,Room,385
15,5.302216,52.404718,Apartment,500
81,5.297558,51.686004,Apartment,1275
81,5.297558,51.686004,Apartment,1275
70,5.470852,51.438372,Apartment,1395
90,4.275996,52.080181,Apartment,1650
30,4.300266,52.082441,Room,995
125,5.892404,51.782707,Apartment,1400
