,areaSqm,latitude,longitude,propertyType,rent,shared
2568,54,52.219429999999996,6.895738000000001,Apartment,850,0
2569,120,51.916843,4.453386,Apartment,1000,0
2570,35,52.093059999999994,5.095415,Apartment,840,0
2571,14,53.212159,6.555383,Room,350,0
2572,18,53.201395999999995,5.807651,Studio,410,1
2573,14,52.366602,4.853068,Room,500,0
2574,20,52.221096,6.893994,Room,464,0
2575,8,52.075111,4.2824919999999995,Room,399,1
2576,16,52.386988,4.656974,Room,580,1
2577,146,51.489859,5.474622,Apartment,1795,0
2578,8,52.366538,4.899762,Room,750,1
2579,40,52.013597999999995,4.346675,Room,452,1
2580,21,52.024539000000004,4.425331,Room,280,0
2581,35,52.628452,4.753747,Apartment,1750,0
2582,105,52.099066,5.083002,Apartment,1200,0
2583,8,51.556551,5.073339,Room,195,1
2584,12,52.253356,6.153784,Room,215,0
2585,20,52.35686,4.814941999999999,Room,750,1
2586,12,52.352578,4.796163,Room,506,1
2587,28,52.156006,4.488305,Room,450,1
2588,16,52.226943,6.88991,Room,334,1
2589,15,51.91798,4.484269,Room,780,1
2590,63,51.978043,5.798203,Apartment,720,1
2591,12,52.163314,4.490078,Room,275,1
2592,35,52.094555,5.120546,Room,555,1
2593,32,50.88584,5.9793959999999995,Studio,475,1
2594,20,50.885131,5.9755080000000005,Room,375,1
2595,31,51.443312,5.522587000000001,Room,799,1
2596,67,52.319012,4.979117,Apartment,1450,0
2597,12,51.934662,4.46207,Room,600,1
2598,20,53.206678000000004,6.58857,Studio,460,0
2599,60,52.725933999999995,6.477926,Apartment,850,0
2600,10,52.083564,5.092546,Room,395,1
2601,56,52.096152000000004,5.121641,Apartment,1360,0
2602,18,51.966190999999995,5.6467540000000005,Room,365,0
2603,20,51.989334,4.34358,Room,320,1
2604,160,50.89517,6.060072,Room,1100,1
2605,25,52.123543,5.158251,Room,650,1
2606,14,51.965722,5.6608019999999994,Room,330,1
2607,14,51.965722,5.6608019999999994,Room,330,1
2608,10,50.830273999999996,5.7059,Room,295,1
2609,14,51.965722,5.6608019999999994,Room,330,1
2610,29,52.338651,4.925717,Studio,650,1
2611,9,53.232043000000004,6.5704649999999996,Room,280,1
2612,17,52.223997,6.898362,Room,290,1
2613,78,52.062385,4.325786,Apartment,1500,1
2614,12,51.418506,5.495091,Room,300,1
2615,15,52.151685,4.485547,Room,450,1
2616,12,53.202676000000004,5.812458,Room,385,1
2617,17,52.253626000000004,6.791554,Room,285,1
2618,8,51.965125,5.661818,Room,300,1
2619,12,51.910957,4.476615,Room,380,1
2620,16,51.590716,4.807493,Room,365,1
2621,20,51.924774,4.48434,Room,750,1
2622,24,52.010591,4.357097,Room,430,1
2623,12,52.223467,6.877389999999999,Room,236,0
2624,15,51.924217,4.485844,Room,545,1
2625,18,51.89659,4.495287,Room,524,1
2626,24,51.93496,4.465164,Room,506,1
2627,18,51.9352,4.460296,Room,543,1
2628,17,51.924217,4.485844,Room,585,1
2629,25,50.851096000000005,5.673854,Studio,640,0
2630,24,51.927485,4.509957,Room,606,1
2631,42,52.036177,5.0796339999999995,Studio,925,1
2632,12,52.006741999999996,4.380401999999999,Room,410,1
2633,15,52.406678,5.2931,Room,480,0
2634,12,51.944986,4.53661,Apartment,650,1
2635,17,52.150442,5.380052,Room,475,1
2636,10,51.830445000000005,5.811048,Room,550,1
2637,11,52.212556,6.859997999999999,Room,450,1
2638,45,52.096219,5.1267190000000005,Apartment,1175,1
2639,19,53.223997999999995,6.557496,Room,305,1
2640,20,52.228407000000004,6.9108979999999995,Room,235,1
2641,35,52.214719,6.9020589999999995,Apartment,720,0
2642,12,52.155549,4.486476000000001,Room,320,1
2643,30,52.157529,4.4859860000000005,Room,450,1
2644,12,52.270178,6.805223,Room,325,1
2645,12,52.1023,5.0920760000000005,Room,640,1
2646,12,52.406678,5.2931,Room,420,0
2647,20,52.517329000000004,5.699376999999999,Room,375,1
2648,20,51.900165,4.488442,Room,750,1
2649,26,51.55475,5.083407,Studio,570,0
2650,150,52.216289,5.453791000000001,Apartment,1295,0
2651,114,51.835899,5.788285,Apartment,1800,0
2652,95,52.376628000000004,4.846295,Apartment,1950,0
2653,250,52.078007,4.310504,Apartment,3350,0
2654,75,52.079458,4.304865,Apartment,1650,0
2655,19,52.268197,6.8058320000000005,Room,395,1
2656,20,52.062835,4.270361,Room,475,1
2657,10,51.819784000000006,5.790552,Room,320,1
2658,13,52.003056,4.382287,Room,300,1
2659,35,52.056507,4.316528,Apartment,750,0
2660,14,52.210271999999996,6.908453999999999,Room,325,1
2661,11,51.983357,5.951871,Room,420,1
2662,7,51.983357,5.951871,Room,300,1
2663,14,52.001908,4.351728,Room,325,1
2664,20,52.10413,4.272125,Room,300,1
2665,80,52.360914,4.990872,Apartment,1550,0
2666,10,52.353844,4.832212,Room,700,1
2667,19,51.837926,5.8763559999999995,Room,395,1
2668,9,52.354238,4.904742,Room,650,0
2669,13,52.344358,4.902339,Room,916,1
2670,92,53.224588,6.550577,Apartment,1395,0
2671,14,52.397007,5.30715,Room,400,1
2672,28,52.399955,5.31611,Apartment,1000,0
2673,16,52.220925,6.895065,Room,205,1
2674,15,52.352206,5.005946,Room,600,1
2675,30,51.434311,5.491486,Room,600,1
2676,60,52.561216,6.177687000000001,Apartment,800,0
2677,84,52.528825,6.081498000000001,Apartment,995,0
2678,35,52.224086,5.981113,Apartment,645,0
2679,70,51.567171,5.090919,Apartment,820,0
2680,50,51.687153,5.298381,Apartment,975,0
2681,100,51.686887,5.282114,Apartment,1750,0
2682,20,51.482728,5.670165,Room,298,0
2683,20,53.19874300000001,6.583500999999999,Room,398,1
2684,14,52.314981,5.028597,Room,500,1
2685,22,51.448792,5.475766,Studio,680,0
2686,12,51.826217,5.870768,Room,285,1
2687,16,51.96389,5.663704,Room,280,1
2688,35,51.697001,5.56663,Studio,800,0
2689,159,52.356126,4.877789,Apartment,4250,0
2690,69,51.417625,5.48308,Apartment,985,0
2691,65,51.430694,5.503299,Apartment,890,0
2692,15,52.351048,4.862634,Room,595,1
2693,10,52.219879,6.897703999999999,Room,300,1
2694,8,51.948296,5.872129,Room,225,1
2695,10,52.321581,4.98793,Room,1200,1
2696,121,53.170897,6.621716999999999,Apartment,750,0
2697,18,52.316406,4.967801000000001,Room,850,1
2698,40,52.347634,4.812851,Apartment,1350,0
2699,12,51.626053999999996,4.7417419999999995,Room,400,1
2700,45,52.155621999999994,4.475761,Apartment,500,1
2701,25,51.937634,4.471993,Room,550,1
2702,25,52.497811,5.516529,Room,450,1
2703,13,52.362312,4.807099,Room,800,1
2704,55,52.084919,5.143283,Apartment,1300,0
2705,36,52.215953000000006,5.172928,Apartment,1100,0
2706,25,51.926140000000004,4.467943,Room,625,1
2707,16,51.982525,5.955042,Room,385,1
2708,12,53.218433999999995,6.553131,Room,324,0
2709,12,52.01127,4.3354870000000005,Room,370,1
2710,20,52.013501,4.3601980000000005,Room,370,1
2711,12,52.076147,4.52747,Room,280,0
2712,6,52.382689,4.8247089999999995,Apartment,615,0
2713,27,53.217575,6.570302000000001,Studio,659,0
2714,19,53.230343999999995,6.569319,Room,375,1
2715,22,52.221643,6.894667,Room,260,1
2716,41,52.37617,4.883051,Apartment,1500,0
2717,150,52.09944,5.132744000000001,Room,2500,0
2718,14,52.381147999999996,4.846607,Room,750,1
2719,11,53.19785600000001,6.5799389999999995,Room,375,0
2720,14,52.330472,4.935756,Room,400,0
2721,24,51.344668,6.1392809999999995,Room,375,1
2722,120,52.31348,4.640282,Apartment,2000,0
2723,15,50.986090999999995,5.866771,Room,230,1
2724,102,51.96117,4.531818,Apartment,1495,0
2725,30,52.065630999999996,4.506772,Anti-squat,250,1
2726,19,52.027066,5.663641,Room,405,1
2727,7,52.089016,5.049247,Room,400,1
2728,12,52.366374,4.646382,Room,575,1
2729,20,53.22919399999999,6.561478,Room,405,1
2730,35,53.217571,6.567952,Studio,720,1
2731,15,51.695504,5.2543169999999995,Room,450,1
2732,15,51.589582,4.7576,Room,520,1
2733,15,51.446312,3.57168,Room,350,1
2734,10,51.984044,5.952776,Room,330,1
2735,9,52.233593,6.850094,Room,303,1
2736,18,52.219879,6.897703999999999,Room,310,1
2737,20,51.841726,5.854066,Room,300,1
2738,20,52.155612,4.487351,Room,510,1
2739,18,51.913152000000004,4.448275,Room,490,1
2740,14,52.158526,5.395747,Room,425,0
2741,14,50.883513,5.977723,Room,295,1
2742,20,52.363748,4.924348999999999,Room,550,0
2743,12,51.457583,5.4599470000000005,Studio,615,0
2744,19,51.457583,5.4599470000000005,Studio,675,0
2745,20,52.125756,5.8842,Room,184,0
2746,8,52.224264,6.877086,Room,285,1
2747,16,52.229631,6.901389999999999,Room,332,1
2748,9,52.007988,4.362195,Room,345,1
2749,20,52.229859000000005,6.870622999999999,Room,265,1
2750,16,52.229859000000005,6.870622999999999,Room,265,1
2751,30,52.09944,5.132744000000001,Apartment,825,0
2752,16,52.221219,6.906428,Room,247,1
2753,16,51.56445,5.078202,Room,280,1
2754,10,51.910467,4.4420910000000005,Room,429,1
2755,12,52.376684999999995,4.624039,Room,830,1
2756,16,51.942037,4.539244,Room,540,1
2757,24,51.890625,4.518633,Room,465,0
2758,11,51.4369,5.467492,Room,310,1
2759,14,51.927009999999996,4.483038,Room,495,1
2760,14,52.15894,4.475568,Room,420,1
2761,11,53.207426,6.540163,Room,465,1
2762,12,53.207426,6.540163,Room,480,1
2763,12,53.207426,6.540163,Room,495,1
2764,15,51.589203000000005,4.773766,Room,425,1
2765,25,52.014076,4.356262,Room,350,1
2766,91,52.355795,4.99899,Apartment,1800,0
2767,50,51.832745,5.891457,Apartment,970,0
2768,8,52.212103000000006,6.862552,Room,290,1
2769,12,52.212103000000006,6.862552,Room,223,1
2770,12,52.212103000000006,6.862552,Room,285,1
2771,9,51.840205,5.846689,Room,275,1
2772,20,51.922708,4.459555,Room,444,1
2773,20,51.825142,5.73458,Room,390,1
2774,22,52.215941,6.882795,Room,410,1
2775,20,52.196374,6.887522,Room,400,1
2776,50,51.56445,5.078202,Studio,750,0
2777,20,52.694635999999996,6.190451,Room,445,1
2778,23,51.920924,4.472175,Room,1200,1
2779,14,52.231377,6.9062589999999995,Room,325,1
2780,15,51.992205,4.362188,Room,352,1
2781,20,51.922323,4.483219,Room,550,1
2782,15,52.503193,6.104737,Room,385,1
2783,19,53.208514,6.582503999999999,Room,350,1
2784,25,52.190939,6.898948,Room,495,0
2785,15,51.917815000000004,4.265004,Room,325,1
2786,20,51.547175,5.089789,Room,310,0
2787,45,51.959053999999995,4.538119,Studio,370,0
2788,85,51.897744,4.52201,Apartment,1495,0
2789,15,52.071558,4.313971,Apartment,480,1
2790,60,52.375078,4.809372,Apartment,1200,0
2791,93,51.471773,5.457166,Studio,1450,0
2792,22,53.21676899999999,6.553433999999999,Room,450,0
2793,45,51.891209,4.490686,Apartment,569,0
2794,10,52.477796999999995,6.114694,Room,365,1
2795,65,51.914619,4.446907,Room,850,0
2796,12,52.220712,6.897784,Room,257,1
2797,14,51.930640000000004,4.49579,Room,475,1
2798,16,52.376979,4.839116000000001,Room,750,1
2799,12,52.354024,4.902872,Room,600,1
2800,7,52.35698,4.900446,Room,700,1
2801,30,52.242329,4.435907,Studio,700,0
2802,16,52.096567,5.10686,Room,530,0
2803,9,52.391168,5.296648,Room,400,1
2804,15,51.920134999999995,4.444815,Room,530,1
2805,14,52.371217,4.908529,Room,950,1
2806,21,51.831101000000004,5.797135,Studio,850,0
2807,22,52.217121999999996,6.881995,Room,312,1
2808,114,52.343498,4.806883,Apartment,1800,0
2809,16,52.209871,6.87131,Room,285,1
2810,9,52.001637,4.349816000000001,Room,390,1
2811,27,52.168626,4.4704180000000004,Studio,600,0
2812,14,52.376881,4.897143,Room,590,1
2813,12,51.523189,4.457319999999999,Room,400,0
2814,13,52.372242,4.829312,Room,550,1
2815,23,53.213267,6.5494639999999995,Apartment,325,1
2816,14,51.549555,5.089341,Room,570,1
2817,18,51.585423,5.321509,Room,300,1
2818,25,51.929778999999996,4.483768,Room,400,1
2819,14,52.202036,5.417669,Room,250,1
2820,16,52.228361,6.875839,Room,437,1
2821,18,52.202036,5.417669,Room,350,1
2822,18,52.402684,4.9019379999999995,Studio,500,1
2823,22,52.075421,4.339536,Room,495,1
2824,80,52.332518,6.106796,Room,422,1
2825,21,52.515225,5.491721,Room,650,1
2826,23,51.926901,4.507731,Room,485,1
2827,13,52.080727,5.113638,Room,375,0
2828,15,52.154573,4.5012300000000005,Room,650,1
2829,50,52.7977,6.938389999999999,Anti-squat,254,1
2830,18,52.096453000000004,5.127496,Room,600,1
2831,14,52.161297,4.496739,Room,340,1
2832,20,52.215789,6.861905,Room,475,1
2833,11,52.010762,4.3361,Room,358,1
2834,14,51.443375,5.494032,Room,255,0
2835,26,52.024843,4.279336,Room,510,1
2836,67,52.097605,5.118975,Apartment,1600,0
2837,19,50.834682,5.652466,Room,310,1
2838,21,51.590538,5.319262,Room,335,1
2839,13,52.153217,4.481275,Room,275,1
2840,14,52.242189,6.845605,Room,281,1
2841,11,52.001689,4.350766999999999,Room,310,1
2842,8,52.373177,4.859961,Room,580,0
2843,180,51.901463,4.551032,Apartment,1295,0
2844,12,52.006614,4.379630000000001,Room,310,1
2845,13,51.991359,4.3725,Room,595,1
2846,8,52.211267,6.913674,Room,325,1
2847,18,52.71376600000001,4.799771,Room,400,1
2848,20,52.861306000000006,4.7140059999999995,Room,375,1
2849,12,51.806533,5.807453,Room,350,0
2850,20,52.270612,6.804494999999999,Studio,595,0
2851,9,52.270612,6.804494999999999,Room,290,1
2852,25,51.649571,5.298622,Anti-squat,250,1
2853,12,52.270178,6.805223,Room,325,1
2854,25,52.094848,5.122517,Studio,550,1
2855,15,52.273468,6.163496,Room,350,1
2856,10,52.127295000000004,4.443128,Room,370,1
2857,45,52.344335,5.623684,Anti-squat,254,1
2858,24,52.141536,6.195556,Room,345,1
2859,18,50.865528000000005,5.685281,Room,475,1
2860,17,51.921141999999996,4.450824,Room,540,1
2861,20,52.256479999999996,6.798471000000001,Room,300,1
2862,40,52.269042999999996,6.780911,Anti-squat,254,1
2863,20,52.217365,6.882761,Room,160,1
2864,13,51.991359,4.3725,Room,545,1
2865,32,52.1416,6.197019999999999,Room,475,1
2866,8,52.147521999999995,5.038922,Room,495,1
2867,10,51.992585999999996,4.358624,Room,375,1
2868,28,53.325711,5.999704,Apartment,529,0
2869,25,52.789007999999995,6.121175,Anti-squat,254,1
2870,12,52.354464,4.8395470000000005,Room,615,1
2871,16,51.919466,4.442324,Room,445,1
2872,130,52.048134999999995,4.239865,Apartment,1200,0
2873,20,52.337782000000004,4.926385,Room,350,0
2874,18,52.2124,6.8811979999999995,Room,220,0
2875,76,51.996646000000005,5.879245,Apartment,950,1
2876,35,52.192277000000004,4.580152,Apartment,720,0
2877,10,51.923627,4.4827330000000005,Room,600,1
2878,12,52.329299,5.3168690000000005,Room,407,1
2879,9,52.329299,5.3168690000000005,Room,361,1
2880,15,52.270612,6.804494999999999,Studio,350,0
2881,20,51.985034999999996,4.361281,Room,420,1
2882,14,53.164009,6.766924,Room,310,1
2883,21,53.221405000000004,6.5674779999999995,Room,300,1
2884,15,52.080283,4.295279,Room,350,1
2885,24,51.927485,4.509957,Room,606,1
2886,12,52.150508,5.386992,Room,419,1
2887,12,53.2328,6.573873,Room,250,1
2888,15,52.352212,4.861884,Room,975,1
2889,14,51.981770000000004,5.949491,Room,380,1
2890,12,52.347634,4.812851,Room,650,0
2891,10,51.981427000000004,5.949757,Room,370,1
2892,35,52.266836,6.799164,Room,250,0
2893,12,52.077994,4.282494,Room,690,1
2894,76,52.320005,4.983724,Apartment,1650,0
2895,18,51.862358,5.7873660000000005,Room,370,1
2896,18,51.862358,5.7873660000000005,Room,370,1
2897,14,52.012083000000004,4.356897,Room,345,1
2898,16,52.366889,5.215937,Room,800,0
2899,25,52.078721,4.283723,Room,510,1
2900,17,52.191183,6.90671,Room,378,1
2901,22,52.191183,6.90671,Room,378,1
2902,119,52.242415,6.897106,Apartment,1500,1
2903,10,51.967372,5.664919,Room,1,1
2904,77,52.017771,4.709702,Apartment,950,1
